"ID","Created Date","Updated Date","Owner","projectID","Item Name","Item Completed","Parent Stage ID","Order","Is Category","Description","Qty","Unit Price","Total","Type","Recommend Item","Image","Internal","Margin Percent","Cost","price"
"01b5edf5-ca53-44fd-8c98-398110dabb47",2022-07-25T03:49:25Z,2022-08-07T21:42:46Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","10","Plumbing finishes",true,,8,false,,,,,"Item",,,,,,
"01bd0072-9866-4565-8474-525e416f700a",2022-07-25T03:49:25Z,2022-08-07T21:42:57Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","Install new counter top (kitchen,vanities)",true,,91,false,,,,,"Item",,,,,,
"01e9c3ef-e9c5-6162-fee7-57b63aaebd1a",2023-04-13T01:03:55Z,2023-04-19T13:59:46Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","5b90bc72-b98d-ad8a-1a2f-ca3b14b92b7d","Master bedroom",false,,4,false,"Demo existing closet door
Supply and install new modern slab doors (allowance $1500.00)",1,,,"Item",false,,false,44,2800,4032
"020888c0-b7bb-4ac3-babe-6d10e93a5345",2022-07-25T03:49:25Z,2022-08-07T21:42:57Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","Refinish existing wood floor",true,,73,false,,,,,"Item",,,,,,
"024a79d5-f171-eea4-d8ba-9c47fe60ce46",2023-04-19T14:25:31Z,2023-05-27T04:50:11Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","4092613b-8839-2064-3c8a-a8accc1342b7","Chimney wall ",false,,15,false,"Demo all wet drywall
Treat the wood framing and replace any rooted wood
Install new drywall",1,,,"Item",false,,false,45,1500,2175
"025c8a6a-c759-469e-863f-e32b5935435b",2022-07-25T03:49:25Z,2022-08-07T21:40:15Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","7","Paint Linen closet doors",true,,49,false,,,,,"Item",,,,,,
"02813903-4ecd-93bd-8515-d9bb3566be85",2022-12-07T05:33:25Z,2023-01-19T16:34:50Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","488b5f5e-a885-7a30-46c4-a90375bf0380","Windows/Doors",false,,6,false,"Supply and install new picture window above the main entrance door
Supply and install new double pan French door (leading to the balcony)
Supply and install new window in Master bathroom (1st floor)
Supply and install new window in master bathroom suite (2nd floor)",1,,,"Item",false,,false,35,6436.4,8689.1
"031bb171-5952-4864-a947-477ee4e0251a",2022-07-25T03:49:25Z,2022-08-07T21:42:57Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","***Tile",true,,127,true,,,,,"Item",,,,,,
"0359b251-9a97-f5a1-adaa-fcd417f6e132",2023-10-13T03:05:43Z,2023-10-17T01:28:17Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","66611536-0182-450f-243a-d245afe54439","Popcorn ceiling Removal",false,,1,false,"Scrape existing popcorn ceiling from 3 bedroom and common area.
Remove and haul away all debris
Repair cracks as needed
Skim coat all the ceiling
Sand down and prepare for paint",1,,,"Item",false,,false,58,2500,3950
"03667cac-2e73-75c1-94e5-2d9d81d5ef20",2023-08-15T18:59:24Z,2023-08-15T19:05:55Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","599b77c6-e638-a9cd-6078-60d8690ecded",,false,,2,false,,1,,,"Item",false,"wix:image://v1/ugd/429665_1e10d0705ceb401da1ec40167a8115e7~mv2.png/ABFC0D09-0EFE-4BB1-B10D-7CED072E8906.png#originWidth=2732&originHeight=2048",false,50,0,0
"038aafc9-fa5f-935e-0e8b-cb12d041f84b",2023-08-19T19:52:03Z,2024-01-04T00:55:01Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","e12973a1-7272-ccaf-314a-a97533910bb2","Bathroom # 1 - Replace existing fan with new fan/light ",false,,2,false,"Reccoment-Quiet, efficient Panasonic fan light combo

Whe have another more affordable light fan option for $150 less=$420",1,,,"Item",false,"wix:image://v1/ugd/429665_523379fc958245dea3c91c5ea2aa5514~mv2.jpeg/559B1808-26AE-4BC1-B52D-9CF4A5575170.jpeg#originWidth=3024&originHeight=4032",false,50,380,570
"03907221-1566-d648-5cfd-f73c9c66532f",2023-10-18T18:25:17Z,2023-10-26T19:21:31Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","cc7ed218-7579-5f02-bbcb-93db42040d87","Paint interior",false,,2,false,"Includes walls, trim, doors
Minor repairs of cracks on ceiling, water stains, and holes from pictures hanging
Removal of wallpaper in bathrooms, laundry room, and fireplace
Removal of telephone jacks in bathrooms

*Does not include painting of cabinets",1,,,"Item",false,,false,50,8800,13200
"03a5e4a3-b37f-4193-9a26-e9a3580d86f1",2022-11-21T05:08:48Z,2022-11-21T05:19:29Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","113bc868-c0a1-e151-a260-32b0f7788da0","Paint work - Interior",false,,4,false,"Paint all walls, ceiling, crown molding, baseboards, stair case railing and banisters.
Paint all bedrooms, bathrooms and recreation room.
Paint crown molding, baseboards and stairs banisters
*Cabinets in recreation area to remain as is (wood finish).
Remove wall paper in the kitchen area.",1,12540,12540,"Item",false,,false,35,9288.9,12540
"03afd384-a9ba-cedd-0391-f4da7f1721da",2023-08-29T04:29:53Z,2023-10-10T02:00:09Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","cb2e3f88-5159-820a-3fba-9b47a69ec292","Window glass repair ",false,,5,false,"supply and install new double pan glass in 2 windows
Supply and install new glass in French doors",1,,,"Item",false,"wix:image://v1/ugd/50dc93_8ba6a1722ef24da6b469e8ed38d567c4~mv2.jpeg/IMG_3251.jpeg#originWidth=4032&originHeight=3024",false,50,3310,4965
"03b3cd5c-7cc7-a6b3-a48d-364fe4e53ebe",2023-01-11T16:17:53Z,2023-01-11T16:26:53Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","703688b2-1cd6-e7a2-034d-c3ecb66fadf2","Installation of 2 mirror power supply at master bathroom",false,,6,false,,1,,,"Item",false,,false,35,250,337.5
"03c39902-8e63-bfc3-f70c-3bc5938769e2",2022-12-07T05:37:34Z,2023-01-19T16:34:50Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","488b5f5e-a885-7a30-46c4-a90375bf0380","Windows ",false,,11,false,"Supply and install new windows and doors as following:

94x45 (son's room)
6 custom retrofit windows
2 Custom sliding doors
",1,,,"Item",false,,false,35,7581,10234.4
"03e23e74-124f-3c62-3121-fa64dfefa63d",2023-07-21T19:03:15Z,2023-08-07T22:46:30Z,"c3ac82e0-dfee-463e-a6fd-146c95dec030","107b329d-4dc3-f2e8-48c2-4a682c35cb02","Living Room Carpet Area",false,,13,false,"Remove and haul away existing carpet, approx. 14' by 16'
Raise subfloor to meet existing Travertine flooring level 
Install vinyl flooring (allowance $1.50 /SF)
Including the closet floor under the staircase, approx. 36"" by 80""",1,,,"Optional",false,"wix:image://v1/c3ac82_78fd27155f1946bd9938131d0370033a~mv2.jpg/First%20Floor%20Bedroom%20Pic%203.jpg#originWidth=480&originHeight=640",false,55,1750,2712.5
"0409bec3-95b6-07bb-c964-92a5886d6532",2023-03-28T21:23:51Z,2023-03-28T21:23:51Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","01d2ab9b-6270-209c-8395-650f6648c8c5","Mud room (leading to bonus room in  the garage)",false,,2,false,"Fix crack and paint entire living room ceiling ",1,,,"Item",false,,false,46,2200,3212
"041f34c0-f767-1ac8-8eee-79807f300cac",2023-03-27T17:36:32Z,2023-05-03T00:54:07Z,"c3ac82e0-dfee-463e-a6fd-146c95dec030","b5d5320f-0a23-de6d-0fdb-5d9c20dee476","Window in front of the house (5’x4’)",false,,6,false,"Supply and install new vinyl  sliding window (front of the house)",1,,,"Item",false,,false,45,1280,1856
"04325834-27ba-4ccc-bd2a-735940afa38c",2022-07-25T03:49:25Z,2022-08-07T21:40:22Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","7","Paint existing cabinets (will match the color of the kitchen cabinets)",true,,64,false,,,,,"Item",,,,,,
"045b9a61-c550-a04f-17aa-8fe104db363c",2023-10-18T01:21:14Z,2023-12-12T17:11:39Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","c74a3b92-e27c-2aa8-9d6a-9723a25a3c4c","Cleaning",false,,1,false,"Deep cleaning of for sale",1,,,"Item",false,,false,50,400,600
"047551aa-1925-e994-ca5c-cbe2ef698cd0",2023-03-12T05:16:02Z,2023-03-12T05:16:02Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","9cbe98da-58c4-1240-e14f-5ab5b9f6ec06","Electric",false,,6,false,"Install 4 LED lights and a dimmer switch in each bedroom
Replace existing light fixture in the hallway with 6"" LED
Install additional LED light in the hallway
Eliminate wall sconce in master bedroom
Eliminate 2 night stands in master bedroom
Supply and install 2 new wall mounted light fixtures in the bathroom (total allowance $300.00)
Relocate bathroom outlet 18"" lower and install new GFCI outlet
Lower the light switch in the bathroom (per code)",1,,,"Item",false,,false,45,2720,3944
"04924632-1314-a75c-80b8-68608ccb2c53",2022-09-09T04:19:20Z,2022-11-29T16:56:04Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","34","Master Bedroom",true,,4,false,"Demo existing closet doors.
Remove and haul away.
Supply and install new glass closet doors.

",1,4400,4400,"Item",false,,false,,,
"04a143f0-2bf6-7c9d-1d41-92006cb69368",2023-02-27T05:41:26Z,2023-02-27T05:41:26Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","549c87d3-8f71-4fef-763f-14c0b6ebc753","Example kitchen",false,,3,false,"make me look from top notch",1,,,"Item",false,,false,35,5925.9,8000
"04ff79f4-9dc1-a8eb-342d-3feac695941b",2023-05-02T20:31:46Z,2023-07-16T02:08:14Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","990fc1a4-53cb-62c3-e2fd-c05331c7cd93","Kitchen",false,,10,false,"Demo existing kitchen 
Remove and haul away all debris
Relocate fridge location (install new water line and electric outlet)
Build new island 
Run electric to new island
Reframe existing window (new window to be narrower) 
Supply and install new shaker style cabinets
Supply and install new counter top (material allowance $4000.00)
Supply and install new backsplash (material allowance $600.00)",1,,,"Item",false,,false,40,27142.9,38000.1
"05015ac6-aadf-40d8-8eb7-718a9fb0aeec",2022-07-25T03:49:25Z,2022-08-07T21:42:57Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","Other:",true,,71,false,,,,,"Item",,,,,,
"0504ebde-0f40-475f-96ad-6b707c755bb8",2022-11-21T04:14:10Z,2022-11-25T06:04:01Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","0d4dfd67-3907-4ffe-8f8b-19e363ec877b","Common Area",false,,13,false,"Demo existing entrance door
Enlarge the opening and install new 48” pivot door
Demo wing walls in main entrance area
",0,18200,0,"Optional",false,,false,35,18200,18200
"051b9465-8470-b491-c6c6-2c42ed23a7d0",2023-03-02T00:17:06Z,2023-03-02T00:17:06Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","ae729e3f-5d87-f771-20e1-cc48147834a1","Kitchen",false,,1,false,"Demo existing upper cabinets above the peninsula.
Disconnect and remove the existing hood.
Repair ceiling as needed
Supply and install new free standing hood )allowance $500.00)",1,,,"Item",false,,false,35,1600,2160
"05864765-5d8e-f30e-57a4-69ca77a6651b",2023-08-12T05:20:14Z,2023-08-16T22:17:27Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","198402ab-e915-f2fd-7226-610a86e1393f","Electric",false,,13,false,"Label all fuses
Install  new outlets in the kitchen",1,,,"Item",false,,false,50,1550,2325
"0589985c-011d-4158-e34b-9efd50692603",2023-03-06T01:06:03Z,2023-03-06T01:14:51Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","a7ec825f-596f-b80f-c64f-334ce32ac035","Drywall repairs & Reinstall molding",false,,3,false,"Supply and install new drywall in all the areas that been affected by the mold remediation process.
Prime and Paint the entire area where new drywall will be installed 
Cover all floors as needed
Hang new drywall sheets
Install metal corners as needed
Taping and mudding (cover all sims)
Apply texture
Paint entire area that been affected by the mold remediation process

Bedroom # 2 - NE wall
Bedroom # 2 - Window wall
Install new baseboards
Dining Room -Around the upper round stationary window
Garage - East window wall
Living Room - SW Corner window
Living Room - NW Corner window
Living Room - Upper stationary window frame
Living Room - upper stationary window frame
Master Bath - upper round stationary window
Master Bath - window above the tub
Master Bedroom -NW corner window
Master Bedroom - South upper round stationary window
Master Bedroom - West window wall
",1,,,"Item",false,,false,45,9200,13340
"05b76fc3-e32e-d8b4-8859-968a6c44c9eb",2023-04-03T17:38:57Z,2023-04-13T19:39:58Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","c11c057f-3f4b-9de5-7359-69a914be0d30","Minimum charge ",false,,1,false,"Repair drywall in living room area",1,,,"Item",false,,false,45,344.8,500
"0607822f-1878-4ffd-809b-3b8ea26695a7",2022-11-21T04:14:10Z,2022-11-25T06:04:01Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","0d4dfd67-3907-4ffe-8f8b-19e363ec877b","Electric & Plumbing",false,,9,false,"• Replace all outlets and switches
• Install new GFCI as needed per code
• Install LED can light in all bedrooms, hallways, kitchen, living room, formal living room, outdoor patio.
• Install new chandeliers &wall mounted fixtures
• Install 6 new toilets with new stainless-steel angle stops and new wax rings.

Homeowner to supply:
- Chandeliers &wall mounted fixtures
- 6 new toilets",1,68000,68000,"Item",false,,false,35,14777.8,19950
"0622ec47-0ff3-3632-b910-3b1a9a39c9bb",2023-03-28T21:56:19Z,2023-03-28T22:06:49Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","c7e0867d-7518-3fe6-563d-247519f42146","Plywood replacement on the roof",false,,5,false,,1,,,"Item",false,,false,45,2000,2900
"06668ba4-7840-5360-289b-736c49f87d74",2022-08-12T05:18:29Z,2022-09-24T01:35:56Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","9","Lighting",true,,10,false,"Remove existing 2 chandeliers
Supply and install 2 new chandelier (allowance $200.00 for each",1,600,600,"Item",false,,false,,,
"06829af9-9f33-4f3a-b5ae-2e8f735db26e",2022-07-25T03:49:25Z,2022-08-07T21:42:57Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6","Install new garvel",true,,100,false,,,,,"Item",,,,,,
"06866157-a675-30ab-f6f4-f04bf43502d0",2023-10-25T17:46:44Z,2023-10-27T23:03:51Z,"42966562-f0ae-4c4a-ba5f-dc010ff02bd3","83c5617e-6f06-3d44-03f1-9212c87c4ed4","Living room 6 LED inset lights",false,,6,false,"Supply and Install 6 LED lights with on/off dimmer switch",1,,,"Item",false,,false,40,0,0
"06a55b14-b62c-3781-8ad9-4f4dde9a7dae",2023-07-11T05:11:17Z,2023-09-01T21:21:04Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","0431c32b-e589-cf35-bcb9-93c9671c3a8f","Perform removal of old and existing not to code wiring for old under cabinet lights.",false,,4,false,,1,,,"Item",false,,false,45,330,478.5
"06a745c2-9296-c2ea-1169-997f8e9142d7",2023-08-17T05:26:55Z,2023-09-26T16:36:36Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","b93ec954-b506-b084-9f1c-ea8d02446f07","Electric Strike ELECSTRK",false,,10,false,"Electric operated strike for keyless entry
",1,,,"Item",false,"wix:image://v1/50dc93_ceeef8acbbd0495790b2205ad10f55e0~mv2.jpg/mulholand%204.jpg#originWidth=334&originHeight=334",false,50,0,0
"06d09c40-5b46-5649-f88f-5bee310d1e7b",2022-12-02T01:43:21Z,2022-12-12T06:40:57Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","658041e3-f75a-a317-be33-722cb254c424","Common arae",false,,5,false,"Demo living room wall (in front of the main entrance door)
Demo wall separating dining room and living room
Demo upper portion of existing bar including counter top and wood panels
Remove and haul away all debris
Repair wall and install drywall as needed after removal of walls
Mud the walls, apply texture and prepare for paint
Repair floor as needed and install new stair nosing at the step from main entrance to the living room
Install new quartz counter top on the bar cabinet including bar sink
Install new bar faucet
Refinish the bar cabinets (white color)
Refinish the wood china cabinet in the kitchen area (white)
Install new quartz counter top ",1,,,"Item",false,,false,35,7100,9585
"06e2f62a-6d91-ec66-c671-eaf21afdc97b",2023-05-03T03:33:36Z,2023-05-06T00:14:42Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","72064f09-9131-8fdb-6e35-b8da35153eb8","Kitchen cabinet",false,,7,false,"Repair wood damage under the sink cabinet",1,,,"Item",false,,false,45,885,1283.3
"06f02aff-16de-5522-b12b-5a482123a79f",2023-08-04T21:55:48Z,2023-10-10T01:41:48Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","ea25d406-b2ca-a5a2-7047-51c7245a2d80","Exterior Terrace ",false,,5,false,"Remove and haul away exterior wood terrace
",1,,,"Item",false,,false,45,980,1421
"079dc0c2-87e4-8759-da5c-c9257f1eae0b",2022-09-28T18:15:01Z,2022-11-29T17:04:01Z,"25002954-d890-4b6f-9100-53afc320aff6","42","Tile installation",true,,1,false,"Install apex 810 sq ft of tile in all common area and guest bathroom",1,11480,11480,"Item",false,,false,,,
"07bea34b-93e5-e471-bee8-86f690874907",2022-11-10T05:20:32Z,2022-11-10T05:34:34Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","69b5558a-7ab7-96a9-6a4f-d13e285ecd18","New item #1",false,,1,false,,1,,,"Item",false,,false,35,0,0
"0824f314-2fee-4832-a2c9-a590ffbeb46f",2022-11-17T19:07:34Z,2022-12-02T04:26:25Z,"c3ac82e0-dfee-463e-a6fd-146c95dec030","2b53166c-5b70-8fa8-7322-0f34e8cc74b6","Paint Work",false,,8,false,"Paint all the interior of the house: kitchen ,living room,hallway,3 bedrooms,2 baths
Walls, ceiling, baseboards.
Clean the kitchen cabinets as much as possible",1,7800,7800,"Item",false,,false,35,5777.8,7800
"0838568d-15ed-47fd-b64d-e25459604950",2022-08-07T20:55:44Z,2022-09-24T01:35:54Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","9","Closet door for bedroom 2 - allownce of $1,000.00",false,,14,false,,0,0,0,"Text",false,,false,,,
"083d935b-d7cc-9940-3c52-c621aa45c7a7",2023-04-07T20:14:20Z,2023-04-07T20:14:20Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","a456b21c-fc1b-9a7e-40cc-56a71b29a79c","Mud room (leading to bonus room in  the garage)",false,,1,false,"Demo existing rooted drywall
Repair and install new drywall
Paint walls and ceiling
Repair and replace wood ceiling (with termites) 
",1,,,"Item",false,,false,46,2200,3212
"087eae19-d1ab-2275-f4ee-cbf9a59d65a6",2023-04-07T20:18:30Z,2023-04-07T20:18:30Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","6d7b1f94-606b-caab-9f54-6ef48565518e","Power wash exterior",false,,3,false,,1,,,"Item",false,,false,45,1500,2175
"087fa189-22e7-8bb2-8ee8-b084dda18ea7",2023-03-31T02:47:13Z,2023-04-07T20:31:02Z,"03839c70-7508-4e6d-b906-4df699fc5aa1","5f9606ff-80d8-3c14-b54b-e02fe8660942","Mud room (leading to bonus room in  the garage)",false,,1,false,"Demo existing rooted drywall
Repair and install new drywall
Paint walls and ceiling
Repair and replace wood ceiling (with termites) 
",1,,,"Item",false,,false,46,2200,3212
"0884a265-45c7-a3b7-e675-9048ee9d0eb6",2022-08-31T22:31:59Z,2022-11-01T05:41:13Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","21","Master Bathroom",false,,18,false,"Demo complete bathroom:
Demo double sink vanity, faucets, mirror
Demo existing shower and jacuzzi tub including the
entire tub deck
Custom build new double sink vanity
Install new quartz countertop
Install 2 new undermount sinks and 2 lavatory faucets
Build framing for larger shower including recessed shampoo niche and sitting bench
Apply hop mop to shower pan
Install new tile on shower wall and shower pan
Rework tub plumbing in order to accommodate new freestanding tub
Install new free standing tub and connect to drain
Install new wall mounted / floor mounted tub filler
Install new bathroom fan
Install 4 LED lights with on/off dimmer switch",0,40000,0,"Optional",false,,false,35,40000,40000
"0884a2d0-9392-50b8-2411-c2e6f5f868a1",2023-08-12T05:20:14Z,2023-08-16T22:17:28Z,"50dc93e3-0c5b-4b4f-8acc-ca2ec2619c82","198402ab-e915-f2fd-7226-610a86e1393f","Concrete slab - side of the yard",false,,8,false,,1,,,"Item",false,,false,50,3500,5250
